casesDif,vacDif,FIPS,location,POPESTIMATE2019,Median_Household_Income_2019
460.0,0.18100000000000002,13233,Georgia-Polk,42616,"47,896"
59.0,0.169,13235,Georgia-Pulaski,11161,"42,274"
249.0,0.24699999999999997,13237,Georgia-Putnam,22083,"62,282"
12.0,,13239,Georgia-Quitman,2300,"35,522"
223.0,0.255,13241,Georgia-Rabun,17116,"46,639"
40.0,0.21400000000000002,13243,Georgia-Randolph,6806,"33,505"
2348.0,0.22699999999999998,13245,Georgia-Richmond,202639,"44,810"
1288.0,0.323,13247,Georgia-Rockdale,90639,"60,281"
31.0,0.144,13249,Georgia-Schley,5254,"51,129"
126.0,0.256,13251,Georgia-Screven,13945,"42,331"
55.0,0.201,13253,Georgia-Seminole,8090,"38,618"
961.0,0.23399999999999999,13255,Georgia-Spalding,66835,"49,237"
191.0,0.187,13257,Georgia-Stephens,26017,"45,416"
198.0,0.16199999999999998,13259,Georgia-Stewart,6649,"34,566"
170.0,0.248,13261,Georgia-Sumter,29401,"40,250"
51.0,0.277,13263,Georgia-Talbot,6188,"41,045"
9.0,0.251,13265,Georgia-Taliaferro,1549,"37,046"
172.0,0.17300000000000001,13267,Georgia-Tattnall,25317,"41,457"
52.0,0.23400000000000004,13269,Georgia-Taylor,8051,"28,234"
94.0,0.13,13271,Georgia-Telfair,15813,"36,264"
63.0,0.272,13273,Georgia-Terrell,8573,"37,122"
384.0,0.20800000000000002,13275,Georgia-Thomas,44427,"47,978"
279.0,0.174,13277,Georgia-Tift,40653,"47,764"
256.0,0.22600000000000003,13279,Georgia-Toombs,26844,"41,442"
148.0,0.28200000000000003,13281,Georgia-Towns,12009,"49,023"
22.0,0.12500000000000003,13283,Georgia-Treutlen,6860,"37,478"
648.0,0.202,13285,Georgia-Troup,70059,"47,296"
83.0,0.22899999999999998,13287,Georgia-Turner,7929,"35,400"
70.0,0.297,13289,Georgia-Twiggs,8164,"44,079"
235.0,0.258,13291,Georgia-Union,24606,"57,049"
305.0,0.22300000000000003,13293,Georgia-Upson,26402,"40,926"
1192.0,0.188,13295,Georgia-Walker,69769,"47,548"
1385.0,0.256,13297,Georgia-Walton,94818,"67,007"
366.0,0.20800000000000002,13299,Georgia-Ware,35816,"37,642"
51.0,0.24399999999999997,13301,Georgia-Warren,5220,"37,313"
91.0,0.242,13303,Georgia-Washington,20352,"41,674"
334.0,0.191,13305,Georgia-Wayne,30017,"47,382"
12.0,0.21400000000000005,13307,Georgia-Webster,2573,"41,547"
15.0,0.09799999999999999,13309,Georgia-Wheeler,7870,"35,927"
168.0,0.20999999999999996,13311,Georgia-White,30601,"54,786"
1159.0,0.22100000000000003,13313,Georgia-Whitfield,104265,"53,115"
46.0,0.17500000000000002,13315,Georgia-Wilcox,8607,"38,261"
84.0,0.27499999999999997,13317,Georgia-Wilkes,9769,"39,716"
61.0,0.273,13319,Georgia-Wilkinson,8936,"43,902"
112.0,0.174,13321,Georgia-Worth,20185,"43,142"
991.0,0.434,15001,Hawaii-Hawaii,202165,"64,929"
5709.0,0.40900000000000003,15003,Hawaii-Honolulu,973491,"86,946"
183.0,0.41200000000000003,15007,Hawaii-Kauai,72190,"73,029"
2053.0,0.424,15009,Hawaii-Maui,167682,"77,375"
68.0,0.361,19001,Iowa-Adair,7102,"57,977"
30.0,0.369,19003,Iowa-Adams,3602,"53,385"
123.0,0.363,19005,Iowa-Allamakee,13671,"56,240"
64.0,0.327,19007,Iowa-Appanoose,12525,"41,672"
67.0,0.392,19009,Iowa-Audubon,5491,"53,197"
242.0,0.387,19011,Iowa-Benton,25544,"70,023"
272.0,0.448,19015,Iowa-Boone,26338,"63,975"
228.0,0.411,19017,Iowa-Bremer,25170,"67,229"
189.0,0.37500000000000006,19019,Iowa-Buchanan,21148,"67,906"
91.0,0.40399999999999997,19023,Iowa-Butler,14404,"57,080"
108.0,0.399,19025,Iowa-Calhoun,9616,"57,007"
214.0,0.42100000000000004,19027,Iowa-Carroll,20118,"61,379"
126.0,0.41100000000000003,19029,Iowa-Cass,12822,"53,692"
231.0,0.419,19031,Iowa-Cedar,18541,"71,029"
157.0,0.368,19035,Iowa-Cherokee,11231,"59,901"
66.0,0.387,19037,Iowa-Chickasaw,11943,"60,111"
69.0,0.383,19039,Iowa-Clarke,9382,"57,708"
338.0,0.36900000000000005,19041,Iowa-Clay,16094,"57,174"
117.0,0.35300000000000004,19043,Iowa-Clayton,17497,"53,223"
631.0,0.383,19045,Iowa-Clinton,46559,"56,865"
178.0,0.37000000000000005,19047,Iowa-Crawford,16903,"58,077"
1192.0,0.439,19049,Iowa-Dallas,93631,"97,535"
97.0,0.25799999999999995,19051,Iowa-Davis,9006,"57,150"
60.0,0.29300000000000004,19053,Iowa-Decatur,7852,"44,873"
261.0,0.37,19055,Iowa-Delaware,17057,"70,091"
480.0,0.423,19059,Iowa-Dickinson,17290,"66,211"
1169.0,0.446,19061,Iowa-Dubuque,97432,"62,481"
217.0,0.358,19063,Iowa-Emmet,9224,"55,635"
106.0,0.384,19065,Iowa-Fayette,19575,"53,142"
168.0,0.372,19067,Iowa-Floyd,15655,"55,369"
149.0,0.371,19069,Iowa-Franklin,10082,"55,847"
73.0,0.34400000000000003,19071,Iowa-Fremont,6917,"60,498"
56.0,0.412,19073,Iowa-Greene,8881,"55,562"
62.0,0.426,19075,Iowa-Grundy,12227,"73,683"
149.0,0.417,19077,Iowa-Guthrie,10741,"64,965"
86.0,0.449,19079,Iowa-Hamilton,14797,"63,234"
134.0,0.353,19081,Iowa-Hancock,10664,"62,030"
196.0,0.38,19083,Iowa-Hardin,16809,"57,103"
133.0,0.351,19085,Iowa-Harrison,14034,"63,901"
163.0,0.37000000000000005,19087,Iowa-Henry,19835,"57,747"
62.0,0.35400000000000004,19089,Iowa-Howard,9146,"58,028"
79.0,0.34400000000000003,19091,Iowa-Humboldt,9499,"56,695"
112.0,0.34199999999999997,19093,Iowa-Ida,6822,"58,249"
116.0,0.425,19095,Iowa-Iowa,16146,"66,861"
160.0,0.382,19097,Iowa-Jackson,19375,"57,687"
375.0,0.39999999999999997,19099,Iowa-Jasper,37171,"67,317"
60.0,0.352,19101,Iowa-Jefferson,18180,"51,741"
1581.0,0.489,19103,Iowa-Johnson,152480,"67,295"
166.0,0.423,19105,Iowa-Jones,20634,"63,399"
57.0,0.326,19107,Iowa-Keokuk,10192,"54,937"
189.0,0.394,19109,Iowa-Kossuth,14769,"59,568"
318.0,0.344,19111,Iowa-Lee,33641,"51,089"
1886.0,0.459,19113,Iowa-Linn,227241,"64,783"
79.0,0.367,19115,Iowa-Louisa,11059,"60,544"
75.0,0.33199999999999996,19117,Iowa-Lucas,8561,"53,085"
147.0,0.279,19119,Iowa-Lyon,11806,"66,139"
237.0,0.376,19121,Iowa-Madison,16273,"72,578"
188.0,0.30400000000000005,19123,Iowa-Mahaska,22429,"59,242"
273.0,0.37,19125,Iowa-Marion,33280,"66,381"
277.0,0.43800000000000006,19127,Iowa-Marshall,39472,"55,631"
165.0,0.355,19129,Iowa-Mills,15124,"72,679"
69.0,0.34700000000000003,19131,Iowa-Mitchell,10565,"61,247"
75.0,0.373,19133,Iowa-Monona,8626,"53,104"
74.0,0.313,19135,Iowa-Monroe,7681,"56,397"
72.0,0.367,19137,Iowa-Montgomery,9917,"52,715"
685.0,0.43400000000000005,19139,Iowa-Muscatine,42571,"61,767"
111.0,0.337,19143,Iowa-Osceola,5961,"60,702"
178.0,0.356,19145,Iowa-Page,15129,"52,179"
372.0,0.366,19149,Iowa-Plymouth,25200,"69,165"
50.0,0.36500000000000005,19151,Iowa-Pocahontas,6632,"56,146"
6877.0,0.443,19153,Iowa-Polk,491031,"67,331"
1452.0,0.36900000000000005,19155,Iowa-Pottawattamie,93405,"60,322"
104.0,0.42300000000000004,19157,Iowa-Poweshiek,18458,"57,741"
65.0,0.34400000000000003,19159,Iowa-Ringgold,4866,"50,890"
137.0,0.366,19161,Iowa-Sac,9675,"59,392"
3307.0,0.415,19163,Iowa-Scott,173400,"65,724"
168.0,0.408,19165,Iowa-Shelby,11479,"60,498"
410.0,0.27699999999999997,19167,Iowa-Sioux,34950,"71,566"
1206.0,0.457,19169,Iowa-Story,97441,"64,151"
116.0,0.437,19171,Iowa-Tama,16904,"56,281"
30.0,0.328,19173,Iowa-Taylor,6188,"51,510"
116.0,0.364,19175,Iowa-Union,12224,"52,914"
353.0,0.346,19179,Iowa-Wapello,35151,"50,533"
774.0,0.39999999999999997,19181,Iowa-Warren,51548,"79,557"
189.0,0.395,19183,Iowa-Washington,22030,"63,230"
100.0,0.273,19185,Iowa-Wayne,6413,"49,962"
289.0,0.388,19187,Iowa-Webster,35982,"53,344"
156.0,0.377,19189,Iowa-Winnebago,10357,"50,258"
186.0,0.451,19191,Iowa-Winneshiek,19992,"65,482"
1540.0,0.365,19193,Iowa-Woodbury,103132,"58,419"
104.0,0.36,19195,Iowa-Worth,7407,"60,139"
135.0,0.40700000000000003,19197,Iowa-Wright,12551,"54,251"
6766.0,0.34299999999999997,16001,Idaho-Ada,481880,"72,295"
13.0,0.28,16003,Idaho-Adams,4265,"50,042"
988.0,0.273,16005,Idaho-Bannock,87822,"53,306"
154.0,0.27799999999999997,16009,Idaho-Benewah,9303,"49,303"
599.0,0.251,16011,Idaho-Bingham,46772,"59,959"
232.0,0.51,16013,Idaho-Blaine,23012,"75,778"
70.0,0.197,16015,Idaho-Boise,7903,"64,443"
414.0,0.249,16017,Idaho-Bonner,45774,"56,729"
2849.0,0.27099999999999996,16019,Idaho-Bonneville,119286,"65,165"
76.0,0.201,16021,Idaho-Boundary,12340,"50,709"
12.0,0.21100000000000002,16023,Idaho-Butte,2620,"51,742"
2.0,0.214,16025,Idaho-Camas,1091,"56,014"
2940.0,0.23199999999999998,16027,Idaho-Canyon,230270,"58,670"
85.0,0.22,16029,Idaho-Caribou,7149,"61,518"
113.0,0.185,16031,Idaho-Cassia,24052,"53,284"
6.0,,16033,Idaho-Clark,838,"48,726"
85.0,0.20500000000000002,16035,Idaho-Clearwater,8761,"49,816"
25.0,0.29600000000000004,16037,Idaho-Custer,4273,"49,055"
517.0,0.238,16039,Idaho-Elmore,27373,"47,796"
147.0,0.222,16041,Idaho-Franklin,13898,"55,421"
129.0,0.261,16043,Idaho-Fremont,13105,"56,162"
145.0,0.23500000000000004,16045,Idaho-Gem,18174,"53,733"
71.0,0.23699999999999996,16047,Idaho-Gooding,15290,"50,205"
179.0,0.17,16049,Idaho-Idaho,16623,"48,866"
578.0,0.20800000000000002,16051,Idaho-Jefferson,29918,"63,078"
149.0,0.22300000000000003,16053,Idaho-Jerome,24486,"56,320"
2403.0,0.248,16055,Idaho-Kootenai,165656,"62,764"
464.0,0.34700000000000003,16057,Idaho-Latah,40372,"54,999"
37.0,0.24300000000000005,16059,Idaho-Lemhi,8067,"46,062"
59.0,0.24300000000000002,16061,Idaho-Lewis,3845,"45,342"
26.0,0.232,16063,Idaho-Lincoln,5325,"50,608"
994.0,0.27699999999999997,16065,Idaho-Madison,40205,"46,177"
78.0,0.217,16067,Idaho-Minidoka,20910,"56,173"
40.0,0.22900000000000004,16071,Idaho-Oneida,4500,"55,833"
86.0,0.186,16073,Idaho-Owyhee,11823,"48,395"
253.0,0.189,16075,Idaho-Payette,24051,"53,643"
37.0,0.299,16077,Idaho-Power,7636,"50,981"
194.0,0.253,16079,Idaho-Shoshone,12868,"39,239"
147.0,0.383,16081,Idaho-Teton,12096,"73,637"
79.0,0.38099999999999995,16085,Idaho-Valley,11443,"64,041"
67.0,0.24799999999999997,16087,Idaho-Washington,10126,"45,813"
811.0,0.196,17001,Illinois-Adams,65402,"55,942"
27.0,0.16399999999999998,17003,Illinois-Alexander,5791,"37,408"
181.0,0.315,17005,Illinois-Bond,16458,"53,447"
920.0,0.366,17007,Illinois-Boone,53281,"72,426"
87.0,0.15200000000000002,17009,Illinois-Brown,6619,"60,254"
485.0,0.323,17011,Illinois-Bureau,32621,"57,935"
53.0,0.29200000000000004,17013,Illinois-Calhoun,4740,"63,373"
212.0,0.40900000000000003,17015,Illinois-Carroll,14338,"56,468"
154.0,0.33599999999999997,17017,Illinois-Cass,12141,"51,011"
2921.0,0.32899999999999996,17019,Illinois-Champaign,209612,"53,485"
539.0,0.251,17021,Illinois-Christian,32427,"51,573"
165.0,0.258,17023,Illinois-Clark,15465,"58,323"
77.0,0.198,17025,Illinois-Clay,13177,"49,377"
226.0,0.301,17027,Illinois-Clinton,37440,"67,201"
576.0,0.229,17029,Illinois-Coles,50774,"50,467"
82239.0,0.42,17031,Illinois-Cook,5145326,"69,375"
138.0,0.27899999999999997,17033,Illinois-Crawford,18686,"50,352"
112.0,0.20400000000000001,17035,Illinois-Cumberland,10733,"53,991"
160.0,0.26399999999999996,17041,Illinois-Douglas,19450,"64,283"
229.0,0.249,17045,Illinois-Edgar,17169,"51,333"
61.0,0.235,17047,Illinois-Edwards,6405,"54,930"
279.0,0.243,17049,Illinois-Effingham,34109,"58,943"
164.0,0.16699999999999998,17051,Illinois-Fayette,21332,"48,913"
305.0,0.32299999999999995,17053,Illinois-Ford,12972,"55,369"
408.0,0.22599999999999998,17055,Illinois-Franklin,38530,"43,695"
1199.0,0.29300000000000004,17057,Illinois-Fulton,34240,"50,461"
33.0,0.279,17059,Illinois-Gallatin,4833,"46,515"
78.0,0.20500000000000002,17061,Illinois-Greene,12922,"52,116"
869.0,0.313,17063,Illinois-Grundy,51031,"83,135"
58.0,0.188,17065,Illinois-Hamilton,8133,"51,031"
155.0,0.23099999999999998,17067,Illinois-Hancock,17700,"53,724"
46.0,0.18700000000000003,17069,Illinois-Hardin,3848,"44,573"
31.0,0.27899999999999997,17071,Illinois-Henderson,6709,"55,535"
751.0,0.367,17073,Illinois-Henry,48933,"61,680"
389.0,0.27199999999999996,17075,Illinois-Iroquois,27093,"51,542"
510.0,0.29600000000000004,17077,Illinois-Jackson,56844,"37,308"
57.0,0.191,17079,Illinois-Jasper,9618,"59,980"
469.0,0.24100000000000005,17081,Illinois-Jefferson,37635,"50,531"
228.0,0.259,17083,Illinois-Jersey,21667,"63,351"
136.0,0.209,17087,Illinois-Johnson,12380,"55,022"
8759.0,0.398,17089,Illinois-Kane,532293,"84,311"
2102.0,0.27899999999999997,17091,Illinois-Kankakee,109569,"60,763"
2522.0,0.374,17093,Illinois-Kendall,128900,"105,586"
645.0,0.29700000000000004,17095,Illinois-Knox,49669,"43,404"
8874.0,0.445,17097,Illinois-Lake,697134,"92,638"
110.0,0.16399999999999998,17101,Illinois-Lawrence,15665,"47,114"
843.0,0.31699999999999995,17103,Illinois-Lee,34061,"57,619"
702.0,0.252,17105,Illinois-Livingston,35557,"54,422"
693.0,0.29800000000000004,17107,Illinois-Logan,28633,"53,806"
617.0,0.27999999999999997,17109,Illinois-McDonough,29792,"49,048"
4875.0,0.407,17111,Illinois-McHenry,307439,"89,379"
1556.0,0.291,17115,Illinois-Macon,104012,"52,259"
457.0,0.267,17117,Illinois-Macoupin,45079,"54,174"
3135.0,0.36,17119,Illinois-Madison,263609,"66,591"
275.0,0.241,17121,Illinois-Marion,37309,"52,291"
245.0,0.31100000000000005,17123,Illinois-Marshall,11463,"63,628"
272.0,0.302,17125,Illinois-Mason,13387,"51,967"
91.0,0.23,17127,Illinois-Massac,13772,"54,159"
217.0,0.32899999999999996,17129,Illinois-Menard,12198,"77,306"
219.0,0.35,17131,Illinois-Mercer,15490,"62,241"
336.0,0.389,17133,Illinois-Monroe,34738,"90,904"
301.0,0.27499999999999997,17135,Illinois-Montgomery,28401,"51,665"
413.0,0.29000000000000004,17137,Illinois-Morgan,33679,"55,937"
143.0,0.245,17139,Illinois-Moultrie,14464,"65,472"
1213.0,0.34400000000000003,17141,Illinois-Ogle,50660,"63,565"
6555.0,0.317,17143,Illinois-Peoria,179359,"57,717"
146.0,0.23700000000000004,17145,Illinois-Perry,20935,"56,880"
198.0,0.31899999999999995,17147,Illinois-Piatt,16391,"72,265"
143.0,0.19099999999999995,17149,Illinois-Pike,15574,"54,309"
49.0,0.187,17151,Illinois-Pope,4176,"46,478"
34.0,0.20600000000000002,17153,Illinois-Pulaski,5309,"38,506"
72.0,0.31599999999999995,17155,Illinois-Putnam,5745,"74,367"
209.0,0.238,17157,Illinois-Randolph,31725,"58,444"
134.0,0.257,17159,Illinois-Richland,15519,"49,775"
313.0,0.245,17165,Illinois-Saline,23540,"48,547"
3008.0,0.365,17167,Illinois-Sangamon,194882,"61,768"
106.0,0.29800000000000004,17169,Illinois-Schuyler,6829,"56,015"
43.0,0.22599999999999998,17171,Illinois-Scott,4974,"61,231"
188.0,0.242,17173,Illinois-Shelby,21625,"61,376"
107.0,0.33199999999999996,17175,Illinois-Stark,5312,"54,804"
742.0,0.364,17177,Illinois-Stephenson,44371,"51,786"
3686.0,0.346,17179,Illinois-Tazewell,131848,"66,206"
118.0,0.27,17181,Illinois-Union,16693,"51,575"
1486.0,0.21600000000000003,17183,Illinois-Vermilion,75736,"46,295"
75.0,0.263,17185,Illinois-Wabash,11370,"54,249"
184.0,0.29600000000000004,17187,Illinois-Warren,16816,"53,621"
67.0,0.33799999999999997,17189,Illinois-Washington,13926,"64,297"
147.0,0.21300000000000002,17191,Illinois-Wayne,16196,"51,829"
98.0,0.26099999999999995,17193,Illinois-White,13574,"51,388"
1300.0,0.347,17195,Illinois-Whiteside,55215,"50,880"
11977.0,0.399,17197,Illinois-Will,690176,"90,249"
848.0,0.278,17199,Illinois-Williamson,66633,"56,958"
5854.0,0.35800000000000004,17201,Illinois-Winnebago,282465,"59,510"
1145.0,0.312,17203,Illinois-Woodford,38353,"77,117"
285.0,0.185,18001,Indiana-Adams,35688,"53,532"
5976.0,0.314,18003,Indiana-Allen,379006,"56,838"
725.0,0.369,18005,Indiana-Bartholomew,84063,"71,181"
135.0,0.259,18007,Indiana-Benton,8763,"55,016"
160.0,0.27399999999999997,18009,Indiana-Blackford,11787,"46,811"
939.0,0.43699999999999994,18011,Indiana-Boone,67915,"84,137"
94.0,0.31199999999999994,18013,Indiana-Brown,15066,"59,617"
176.0,0.20900000000000002,18015,Indiana-Carroll,20211,"58,965"
592.0,0.255,18017,Indiana-Cass,37610,"51,777"
1284.0,0.355,18019,Indiana-Clark,118191,"59,441"
277.0,0.32499999999999996,18021,Indiana-Clay,26301,"54,349"
503.0,0.27499999999999997,18023,Indiana-Clinton,32298,"55,336"
117.0,0.22199999999999998,18025,Indiana-Crawford,10593,"44,332"
200.0,0.176,18027,Indiana-Daviess,33439,"56,611"
436.0,0.314,18029,Indiana-Dearborn,49573,"71,351"
196.0,0.269,18031,Indiana-Decatur,26472,"60,891"
1155.0,0.278,18035,Indiana-Delaware,113769,"45,912"
317.0,0.312,18037,Indiana-Dubois,42578,"63,869"
4087.0,0.249,18039,Indiana-Elkhart,206268,"55,782"
134.0,0.20199999999999999,18041,Indiana-Fayette,23038,"48,499"
622.0,0.346,18043,Indiana-Floyd,78601,"64,614"
251.0,0.281,18045,Indiana-Fountain,16425,"55,337"
112.0,0.17400000000000002,18047,Indiana-Franklin,22763,"67,315"
263.0,0.239,18049,Indiana-Fulton,20042,"55,011"
464.0,0.242,18051,Indiana-Gibson,33709,"61,872"
838.0,0.24099999999999996,18053,Indiana-Grant,65836,"47,509"
264.0,0.239,18055,Indiana-Greene,32117,"51,918"
4624.0,0.45400000000000007,18057,Indiana-Hamilton,337955,"107,710"
1199.0,0.41900000000000004,18059,Indiana-Hancock,78159,"77,905"
422.0,0.29700000000000004,18061,Indiana-Harrison,40552,"64,270"
1939.0,0.45099999999999996,18063,Indiana-Hendricks,169924,"85,827"
484.0,0.309,18065,Indiana-Henry,48025,"49,293"
1348.0,0.282,18067,Indiana-Howard,82660,"54,048"
596.0,0.31400000000000006,18069,Indiana-Huntington,36544,"54,565"
451.0,0.306,18071,Indiana-Jackson,44179,"59,472"
751.0,0.286,18073,Indiana-Jasper,33516,"65,352"
240.0,0.22400000000000003,18075,Indiana-Jay,20446,"49,447"
417.0,0.33799999999999997,18077,Indiana-Jefferson,32265,"53,378"
202.0,0.241,18079,Indiana-Jennings,27662,"55,022"
2183.0,0.3499999999999999,18081,Indiana-Johnson,158332,"74,427"
222.0,0.24399999999999994,18083,Indiana-Knox,36603,"48,760"
1094.0,0.258,18085,Indiana-Kosciusko,79438,"64,677"
7768.0,0.347,18089,Indiana-Lake,486244,"57,280"
598.0,0.291,18093,Indiana-Lawrence,45419,"56,261"
1469.0,0.31299999999999994,18095,Indiana-Madison,129416,"54,145"
12857.0,0.33399999999999996,18097,Indiana-Marion,963829,"50,707"
827.0,0.261,18099,Indiana-Marshall,46197,"53,695"
119.0,0.287,18101,Indiana-Martin,10179,"56,735"
406.0,0.246,18103,Indiana-Miami,35488,"53,658"
1939.0,0.41000000000000003,18105,Indiana-Monroe,148178,"53,113"
561.0,0.286,18107,Indiana-Montgomery,38275,"54,366"
697.0,0.33599999999999997,18109,Indiana-Morgan,70403,"63,414"
205.0,0.17400000000000002,18111,Indiana-Newton,13972,"61,457"
735.0,0.237,18113,Indiana-Noble,47907,"60,980"
42.0,0.43899999999999995,18115,Indiana-Ohio,5908,"58,294"
175.0,0.309,18117,Indiana-Orange,19657,"47,931"
317.0,0.273,18119,Indiana-Owen,20881,"53,387"
108.0,0.247,18121,Indiana-Parke,16893,"51,554"
141.0,0.328,18123,Indiana-Perry,19184,"53,908"
109.0,0.313,18125,Indiana-Pike,12383,"52,378"
3429.0,0.35899999999999993,18127,Indiana-Porter,170599,"74,064"
144.0,0.25100000000000006,18129,Indiana-Posey,25408,"68,435"
146.0,0.24099999999999996,18131,Indiana-Pulaski,12379,"52,432"
438.0,0.266,18133,Indiana-Putnam,37566,"64,098"
198.0,0.233,18135,Indiana-Randolph,24533,"50,496"
212.0,0.246,18137,Indiana-Ripley,28465,"61,219"
120.0,0.242,18139,Indiana-Rush,16605,"54,371"
204.0,0.265,18143,Indiana-Scott,23855,"50,571"
498.0,0.3370000000000001,18145,Indiana-Shelby,44771,"59,798"
172.0,0.25499999999999995,18147,Indiana-Spencer,20273,"59,183"
403.0,0.22499999999999998,18149,Indiana-Starke,23011,"54,001"
640.0,0.271,18151,Indiana-Steuben,34759,"59,444"
126.0,0.287,18153,Indiana-Sullivan,20601,"53,375"
65.0,0.188,18155,Indiana-Switzerland,10815,"52,482"
2984.0,0.395,18157,Indiana-Tippecanoe,194881,"51,228"
210.0,0.27499999999999997,18159,Indiana-Tipton,15133,"69,960"
57.0,0.26699999999999996,18161,Indiana-Union,7135,"53,866"
1415.0,0.29900000000000004,18163,Indiana-Vanderburgh,181561,"51,603"
158.0,0.278,18165,Indiana-Vermillion,15493,"50,723"
1051.0,0.297,18167,Indiana-Vigo,106958,"48,082"
312.0,0.251,18169,Indiana-Wabash,31028,"59,874"
98.0,0.264,18171,Indiana-Warren,8262,"64,109"
471.0,0.34299999999999997,18173,Indiana-Warrick,62851,"79,644"
354.0,0.235,18175,Indiana-Washington,28063,"51,948"
534.0,0.243,18177,Indiana-Wayne,65943,"47,885"
382.0,0.258,18179,Indiana-Wells,28131,"61,636"
373.0,0.33699999999999997,18181,Indiana-White,24197,"58,295"
581.0,0.296,18183,Indiana-Whitley,33868,"67,347"
131.0,0.279,20001,Kansas-Allen,12404,"46,690"
39.0,0.256,20003,Kansas-Anderson,7899,"51,352"
9.0,0.23399999999999999,20005,Kansas-Atchison,16138,"51,860"
9.0,0.18199999999999997,20007,Kansas-Barber,4458,"50,660"
45.0,0.24,20009,Kansas-Barton,25938,"50,754"
161.0,0.23500000000000001,20011,Kansas-Bourbon,14499,"47,452"
31.0,0.329,20013,Kansas-Brown,9541,"47,558"
459.0,0.28700000000000003,20015,Kansas-Butler,66932,"66,199"
0.0,0.28600000000000003,20017,Kansas-Chase,2585,"51,022"
13.0,0.24,20019,Kansas-Chautauqua,3203,"43,664"
260.0,0.23199999999999998,20021,Kansas-Cherokee,19948,"47,682"
18.0,0.28200000000000003,20023,Kansas-Cheyenne,2624,"47,323"
8.0,0.22,20025,Kansas-Clark,2006,"59,085"
8.0,0.33199999999999996,20027,Kansas-Clay,8009,"52,781"
37.0,0.291,20029,Kansas-Cloud,8779,"46,299"
39.0,0.316,20031,Kansas-Coffey,8142,"62,715"
14.0,0.18000000000000002,20033,Kansas-Comanche,1704,"47,854"
203.0,0.291,20035,Kansas-Cowley,34784,"51,537"
371.0,0.27099999999999996,20037,Kansas-Crawford,38734,"42,723"
22.0,0.238,20039,Kansas-Decatur,2816,"46,878"
139.0,0.328,20041,Kansas-Dickinson,18381,"58,066"
102.0,0.242,20043,Kansas-Doniphan,7584,"52,596"
747.0,0.385,20045,Kansas-Douglas,122269,"62,559"
5.0,0.26999999999999996,20047,Kansas-Edwards,2783,"49,047"
6.0,0.188,20049,Kansas-Elk,2507,"41,930"
83.0,0.284,20051,Kansas-Ellis,28652,"51,237"
18.0,0.377,20053,Kansas-Ellsworth,6093,"56,988"
130.0,0.229,20055,Kansas-Finney,36351,"57,412"
212.0,0.22600000000000003,20057,Kansas-Ford,33346,"54,604"
163.0,0.29100000000000004,20059,Kansas-Franklin,25618,"55,984"
625.0,0.35000000000000003,20061,Kansas-Geary,31992,"58,978"
12.0,0.23199999999999998,20063,Kansas-Gove,2665,"52,986"
16.0,0.44799999999999995,20065,Kansas-Graham,2441,"48,912"
19.0,0.244,20067,Kansas-Grant,7136,"65,178"
9.0,0.21799999999999997,20069,Kansas-Gray,5996,"69,077"
2.0,0.255,20071,Kansas-Greeley,1211,"58,492"
2.0,0.31,20073,Kansas-Greenwood,6001,"44,876"
9.0,0.20400000000000001,20075,Kansas-Hamilton,2515,"55,857"
25.0,0.30700000000000005,20077,Kansas-Harper,5442,"47,540"
307.0,0.265,20079,Kansas-Harvey,34442,"62,961"
9.0,0.18099999999999994,20081,Kansas-Haskell,3987,"62,477"
10.0,0.24300000000000002,20083,Kansas-Hodgeman,1763,"58,360"
89.0,0.36300000000000004,20085,Kansas-Jackson,13164,"60,615"
145.0,0.32499999999999996,20087,Kansas-Jefferson,19165,"68,549"
15.0,0.292,20089,Kansas-Jewell,2858,"46,017"
5546.0,0.42600000000000005,20091,Kansas-Johnson,602948,"91,913"
13.0,0.261,20093,Kansas-Kearny,3807,"67,301"
51.0,0.279,20095,Kansas-Kingman,7056,"56,907"
5.0,0.22299999999999998,20097,Kansas-Kiowa,2470,"49,588"
166.0,0.25499999999999995,20099,Kansas-Labette,19704,"44,170"
1.0,0.216,20101,Kansas-Lane,1527,"60,315"
541.0,0.353,20103,Kansas-Leavenworth,81911,"75,840"
12.0,0.29300000000000004,20105,Kansas-Lincoln,2964,"47,557"
-1.0,0.233,20107,Kansas-Linn,9714,"62,876"
13.0,0.249,20109,Kansas-Logan,2776,"53,538"
227.0,0.32599999999999996,20111,Kansas-Lyon,33224,"49,840"
252.0,0.327,20113,Kansas-McPherson,28584,"65,834"
96.0,0.298,20115,Kansas-Marion,11831,"51,771"
64.0,0.392,20117,Kansas-Marshall,9691,"55,858"
21.0,0.23099999999999998,20119,Kansas-Meade,4023,"64,640"
169.0,0.28900000000000003,20121,Kansas-Miami,34244,"74,428"
11.0,0.324,20123,Kansas-Mitchell,5967,"51,979"
198.0,0.264,20125,Kansas-Montgomery,31796,"44,240"
25.0,0.37,20127,Kansas-Morris,5623,"54,775"
15.0,0.23299999999999998,20129,Kansas-Morton,2536,"56,175"
52.0,0.29499999999999993,20131,Kansas-Nemaha,10170,"63,373"
81.0,0.12199999999999998,20133,Kansas-Neosho,15899,"49,533"
8.0,0.312,20135,Kansas-Ness,2782,"54,727"
4.0,0.29700000000000004,20137,Kansas-Norton,5372,"49,739"
78.0,0.283,20139,Kansas-Osage,15906,"55,655"
